customer_id,monthly_charges,prev_monthly_charges,tickets_7d,tickets_30d,tickets_90d,avg_sentiment,category_billing,category_technical,category_general,days_since_last_ticket,contract_type,tenure_months,churn
CUST_0636,91.575,116.6,2,8,8,-0.024,2,5,0,38,Two year,21,1
CUST_0637,55.3125,96.1,1,10,8,-0.275,2,1,0,18,One year,54,1
CUST_0638,58.650000000000006,115.08,1,5,9,-0.25,3,4,1,75,Month-to-month,16,1
CUST_0639,72.1625,90.25,2,2,9,-0.138,0,3,2,38,One year,18,0
CUST_0640,27.512500000000003,49.81,2,7,3,-0.968,1,6,0,9,One year,34,1
CUST_0641,65.2625,30.54,2,5,5,-0.833,2,2,2,46,Two year,21,1
CUST_0642,51.425,98.18,0,6,6,0.01,0,3,3,88,Month-to-month,31,1
CUST_0643,65.9375,84.41,0,5,8,-0.7,3,2,1,22,One year,10,1
CUST_0644,39.975,24.82,0,4,15,0.558,4,3,1,58,Month-to-month,4,1
CUST_0645,136.3125,56.01,2,5,4,-0.451,3,5,0,89,Month-to-month,15,1
CUST_0646,99.2,115.68,0,3,12,-0.804,4,2,1,82,One year,53,1
CUST_0647,109.88749999999999,70.04,0,5,6,-0.53,3,4,0,19,One year,59,1
CUST_0648,123.65,63.27,1,2,10,-0.286,2,2,1,44,Month-to-month,55,1
CUST_0649,87.30000000000001,65.77,2,3,11,-0.929,1,0,0,43,One year,62,1
CUST_0650,35.862500000000004,40.89,2,5,3,-0.717,1,2,1,17,One year,42,1
CUST_0651,92.13749999999999,56.87,1,3,10,-0.352,0,5,1,47,Month-to-month,28,1
CUST_0652,98.35000000000001,56.98,0,2,10,-0.379,1,1,0,74,One year,7,1
CUST_0653,118.17500000000001,25.24,1,2,6,0.601,1,1,2,88,One year,11,1
CUST_0654,78.9625,96.76,0,6,2,0.687,0,5,1,0,Month-to-month,29,1
CUST_0655,40.949999999999996,61.65,0,5,7,-0.613,2,6,0,31,One year,34,1
CUST_0656,60.475,102.22,0,6,4,-0.752,4,3,0,63,Two year,25,1
CUST_0657,70.3875,105.03,1,9,14,0.268,2,4,1,6,Month-to-month,56,1
CUST_0658,105.73750000000001,41.2,1,5,15,0.609,3,4,0,89,Two year,40,1
CUST_0659,96.35,85.74,1,3,7,0.927,3,3,1,70,Month-to-month,63,1
CUST_0660,69.5125,67.23,1,5,11,-0.986,1,2,0,45,Two year,50,1
CUST_0661,148.3125,108.02,2,5,7,-0.173,3,4,0,23,Two year,11,0
CUST_0662,100.725,41.57,1,4,11,0.468,0,4,1,68,One year,60,1
CUST_0663,54.65,87.78,1,9,9,0.657,2,4,1,85,Month-to-month,64,1
CUST_0664,37.725,80.78,1,4,11,-0.875,1,4,0,35,Month-to-month,4,1
CUST_0665,44.1125,49.53,3,6,8,0.361,3,1,2,66,One year,31,0
CUST_0666,55.75,33.66,1,5,8,-0.422,2,2,1,49,One year,54,0
CUST_0667,45.0875,85.16,1,4,12,-0.851,1,3,2,58,Two year,56,0
CUST_0668,48.324999999999996,93.86,1,2,3,-0.022,1,13,2,57,Month-to-month,44,1
CUST_0669,60.637499999999996,51.56,0,9,11,-0.684,3,4,0,45,One year,5,0
CUST_0670,46.675000000000004,84.48,2,7,13,0.474,2,1,1,69,One year,67,0
CUST_0671,137.10000000000002,59.51,1,7,4,0.483,2,0,2,88,Two year,68,1
CUST_0672,35.025,91.32,0,3,7,0.684,5,2,1,22,Two year,9,0
CUST_0673,90.5625,39.92,1,6,12,-0.245,2,5,1,11,One year,4,1
CUST_0674,76.3,109.02,0,6,8,-0.973,2,3,1,27,Two year,16,1
CUST_0675,147.79999999999998,48.74,0,4,7,-0.481,0,3,0,57,Month-to-month,70,1
CUST_0676,39.0,56.78,0,3,14,-0.064,2,2,0,60,Two year,15,0
CUST_0677,74.7375,25.81,0,6,8,0.388,2,4,1,54,Month-to-month,52,0
CUST_0678,146.1875,31.15,2,7,6,-0.236,1,3,3,88,One year,31,1
CUST_0679,133.1875,71.59,2,7,8,0.072,0,4,0,33,One year,44,1
CUST_0680,127.13749999999999,46.76,2,4,9,0.049,3,1,1,17,Two year,36,1
CUST_0681,57.2375,103.55,0,8,6,-0.67,1,4,1,34,One year,2,1
CUST_0682,46.362500000000004,21.47,2,5,5,0.246,0,2,1,47,Two year,28,0
CUST_0683,108.575,57.91,0,6,10,-0.121,2,3,0,36,Two year,40,0
CUST_0684,141.175,53.73,1,6,10,0.616,1,4,1,40,Two year,63,1
CUST_0685,94.60000000000001,21.93,2,4,6,0.381,3,2,1,5,Two year,63,1
CUST_0686,96.44999999999999,32.44,1,12,13,-0.777,4,1,1,82,Month-to-month,17,1
CUST_0687,60.0,61.36,1,6,5,-0.022,5,4,3,85,Month-to-month,38,1
CUST_0688,121.1875,69.29,3,5,7,0.405,1,3,2,79,One year,36,1
CUST_0689,48.375,60.43,0,2,6,-0.826,5,1,1,89,Two year,32,1
CUST_0690,65.46249999999999,73.09,2,4,19,0.585,1,4,0,38,One year,54,0
CUST_0691,78.175,79.51,2,4,5,-0.556,0,2,2,3,Two year,59,1
CUST_0692,88.45,20.99,1,3,11,0.006,3,4,3,15,One year,25,1
CUST_0693,55.300000000000004,66.41,1,6,11,0.881,1,1,0,51,Month-to-month,14,1
CUST_0694,39.35,116.35,1,6,8,0.143,1,6,1,18,One year,44,0
CUST_0695,101.325,71.9,2,4,13,-0.152,2,6,4,16,Two year,25,0
CUST_0696,61.075,87.75,0,5,4,-0.986,4,2,2,44,Two year,35,1
CUST_0697,97.65,51.19,1,8,9,-0.733,0,2,0,1,One year,47,1
CUST_0698,44.3,97.4,0,4,12,0.157,0,1,3,1,One year,47,0
CUST_0699,85.1375,97.29,1,4,11,-0.012,3,3,0,87,Two year,17,0
CUST_0700,91.575,72.13,0,6,6,-0.272,1,6,1,54,One year,23,0
CUST_0701,31.475,117.6,1,7,3,0.846,3,1,1,3,Month-to-month,17,1
CUST_0702,67.07499999999999,32.56,2,4,6,-0.335,2,3,2,83,Two year,29,1
CUST_0703,41.8,21.69,1,4,5,0.074,2,0,2,11,Two year,2,0
CUST_0704,32.925,97.02,2,6,8,0.137,2,3,1,53,Month-to-month,11,1
CUST_0705,148.75,100.72,1,5,7,0.055,1,1,1,59,One year,16,0
CUST_0706,65.3,32.02,0,6,4,-0.045,7,3,2,28,Month-to-month,51,1
CUST_0707,126.2375,46.56,1,5,5,-0.326,0,2,1,60,Two year,21,1
CUST_0708,56.825,21.76,1,4,11,0.818,1,6,0,45,Month-to-month,21,1
CUST_0709,110.1875,49.33,2,7,16,-0.098,2,3,2,48,One year,6,1
CUST_0710,120.02499999999999,97.31,0,2,11,0.057,3,3,2,17,One year,46,0
CUST_0711,99.45,71.8,3,6,7,0.313,4,4,2,75,Two year,23,0
CUST_0712,83.94999999999999,54.81,1,5,17,-0.865,2,3,3,73,Two year,58,1
CUST_0713,76.475,57.17,0,3,9,0.563,0,3,1,23,Month-to-month,57,1
CUST_0714,68.6125,20.14,1,6,10,0.025,1,1,1,16,One year,61,1
CUST_0715,141.1875,49.98,0,6,10,0.314,0,5,2,55,Month-to-month,39,1
CUST_0716,128.825,84.65,1,5,7,0.544,5,3,0,88,Two year,45,0
CUST_0717,145.625,117.42,0,2,14,0.748,1,5,1,51,Month-to-month,29,1
CUST_0718,40.5375,104.71,1,5,10,-0.216,3,5,0,70,One year,31,0
CUST_0719,116.36250000000001,22.36,0,7,7,0.623,1,2,3,19,Two year,2,1
CUST_0720,142.2875,109.86,0,3,10,-0.482,3,2,0,28,Month-to-month,37,1
CUST_0721,47.65,98.32,2,7,8,0.321,2,2,1,82,Month-to-month,44,1
CUST_0722,33.3125,98.04,2,4,17,-0.795,2,4,0,74,One year,70,1
CUST_0723,117.6375,65.8,2,4,8,-0.96,3,3,3,49,One year,63,1
CUST_0724,96.8125,59.8,0,4,6,-0.808,3,2,0,14,Month-to-month,53,1
CUST_0725,130.22500000000002,50.29,1,5,10,-0.361,3,5,1,30,One year,3,1
CUST_0726,42.474999999999994,26.57,2,7,4,-0.938,4,2,2,12,Two year,19,1
CUST_0727,124.4125,42.82,1,7,9,0.261,0,4,3,55,Month-to-month,45,1
CUST_0728,50.199999999999996,44.66,2,4,9,-0.367,3,6,1,18,Month-to-month,61,1
CUST_0729,45.4625,68.41,0,5,11,0.473,3,3,1,69,Two year,55,0
CUST_0730,45.5375,94.74,1,2,10,-0.908,1,4,3,27,One year,71,1
CUST_0731,126.82499999999999,67.38,0,6,11,-0.567,3,2,0,21,Two year,29,1
CUST_0732,108.14999999999999,25.78,0,4,10,-0.184,0,4,0,27,Two year,48,1
CUST_0733,90.3875,115.78,1,10,5,-0.235,3,1,2,79,Month-to-month,63,1
CUST_0734,69.85000000000001,114.27,0,7,9,-0.738,0,1,1,32,Two year,21,1
CUST_0735,134.65,98.52,0,6,5,0.988,0,2,1,44,One year,57,0
CUST_0736,74.05,119.13,0,5,4,-0.431,1,5,0,47,Month-to-month,13,1
CUST_0737,127.07499999999999,74.45,0,5,10,0.442,2,1,2,62,One year,27,1
CUST_0738,79.88749999999999,116.28,1,3,15,-0.56,1,3,2,25,Two year,68,1
CUST_0739,72.1125,27.56,0,3,1,0.756,6,2,1,86,Two year,64,1
CUST_0740,82.83749999999999,56.57,0,5,13,-0.224,3,5,2,0,One year,9,0
CUST_0741,62.675,42.54,2,6,10,0.802,5,4,2,61,Month-to-month,7,1
CUST_0742,118.45,39.58,1,4,6,-0.316,2,3,2,71,Two year,11,1
CUST_0743,87.83749999999999,34.08,0,4,7,-0.983,3,6,0,2,Two year,28,1
CUST_0744,54.025,82.24,0,6,7,0.034,4,3,0,76,Two year,27,0
CUST_0745,137.45,98.13,0,4,8,0.05,1,4,2,83,Month-to-month,22,1
CUST_0746,72.9875,77.83,2,5,11,-0.76,4,3,0,4,Month-to-month,42,1
CUST_0747,92.95,34.7,1,4,10,-0.53,0,3,0,44,Two year,32,1
CUST_0748,138.3125,101.11,1,3,6,0.567,1,1,3,11,Month-to-month,14,1
CUST_0749,103.025,83.6,0,6,7,-0.926,0,2,2,47,One year,26,1
CUST_0750,39.612500000000004,58.82,1,5,8,-0.021,3,5,0,80,Two year,55,0
CUST_0751,142.475,87.41,1,4,15,0.061,2,2,2,13,One year,71,1
CUST_0752,103.46249999999999,45.99,2,6,10,0.377,2,5,0,52,Month-to-month,55,1
CUST_0753,66.8625,54.52,1,4,10,-0.925,2,6,0,89,Month-to-month,45,1
CUST_0754,42.4125,111.75,1,5,12,0.171,4,3,0,44,One year,30,0
CUST_0755,124.25,49.05,2,2,8,-0.994,1,2,0,31,Month-to-month,66,1
CUST_0756,102.5125,67.0,3,6,10,-0.47,3,2,1,29,Two year,26,0
CUST_0757,91.6875,109.01,2,6,11,-0.001,2,3,1,11,One year,1,0
CUST_0758,136.7375,90.77,1,5,5,0.823,0,4,2,82,One year,24,0
CUST_0759,123.575,26.22,2,2,7,-0.747,1,1,3,43,Two year,55,1
CUST_0760,43.962500000000006,34.73,1,2,13,-0.661,0,4,3,24,Month-to-month,65,1
CUST_0761,63.962500000000006,20.78,0,5,4,0.339,0,2,2,41,One year,25,1
CUST_0762,56.0625,83.09,0,4,4,-0.25,2,3,0,20,One year,42,0
CUST_0763,117.9875,64.77,1,5,7,0.247,3,0,2,60,Two year,44,1
CUST_0764,29.1875,33.43,0,4,7,0.995,2,3,0,65,Month-to-month,69,1
CUST_0765,96.2375,115.79,1,8,9,0.974,2,5,0,20,One year,12,1
CUST_0766,120.3125,72.97,0,6,9,-0.293,8,2,3,25,Month-to-month,8,1
CUST_0767,134.60000000000002,44.19,1,5,5,0.008,1,6,2,31,One year,63,1
CUST_0768,67.7625,70.06,3,6,11,0.809,0,3,1,16,Month-to-month,20,1
CUST_0769,127.6625,87.96,3,8,11,-0.816,2,0,0,3,One year,40,1
CUST_0770,38.824999999999996,27.62,2,5,6,-0.095,3,2,0,38,Month-to-month,5,1
CUST_0771,130.8125,47.47,1,2,8,-0.245,1,1,2,14,Month-to-month,1,1
CUST_0772,40.9375,100.7,1,2,11,-0.41,0,8,0,32,One year,11,0
CUST_0773,74.6625,65.97,1,9,7,0.988,2,4,1,60,Month-to-month,4,1
CUST_0774,124.66250000000001,74.66,1,7,7,0.467,1,3,3,13,Month-to-month,38,1
CUST_0775,43.737500000000004,63.28,1,4,8,-0.223,2,4,2,89,Two year,17,0
CUST_0776,53.6625,24.39,2,8,11,0.658,1,3,0,46,Two year,68,1
CUST_0777,115.28750000000001,36.57,0,8,3,-0.021,1,4,2,1,Two year,32,1
CUST_0778,115.0,64.55,0,4,8,0.746,2,5,2,83,Two year,5,1
CUST_0779,105.1375,40.92,2,6,13,-0.467,3,5,0,89,Month-to-month,22,1
CUST_0780,111.7375,25.0,0,4,10,-0.553,1,2,1,65,One year,67,1
CUST_0781,92.83749999999999,104.36,3,3,15,-0.505,2,2,0,47,One year,11,1
CUST_0782,56.475,118.12,0,7,6,0.077,2,4,2,63,Two year,25,0
CUST_0783,68.2125,99.31,0,9,4,-0.417,4,4,1,65,One year,42,1
CUST_0784,47.699999999999996,105.38,0,2,6,-0.706,1,6,1,47,One year,35,1
CUST_0785,138.5625,44.2,0,4,10,0.989,1,5,0,80,Month-to-month,59,1
CUST_0786,97.92500000000001,116.06,0,2,8,0.801,2,2,2,17,Month-to-month,48,1
CUST_0787,75.11250000000001,39.69,0,6,4,0.27,0,5,1,50,One year,3,1
CUST_0788,82.75,115.14,1,7,5,0.783,1,2,1,3,Month-to-month,24,1
CUST_0789,143.4125,119.48,2,4,5,0.871,1,5,0,80,Two year,69,0
CUST_0790,44.175000000000004,91.17,0,3,13,0.352,0,6,0,32,Two year,33,0
CUST_0791,98.275,118.11,1,5,8,0.037,4,4,0,22,One year,70,0
CUST_0792,88.23750000000001,76.95,1,4,4,0.764,1,3,1,52,One year,47,0
CUST_0793,101.4375,45.95,1,5,6,0.136,5,4,2,12,Two year,53,1
CUST_0794,27.2625,63.7,0,5,6,-0.746,2,2,1,70,One year,45,1
CUST_0795,134.0125,79.36,1,7,10,-0.266,2,4,1,57,One year,71,1
CUST_0796,141.5125,27.31,5,6,10,-0.108,2,2,1,62,Month-to-month,57,1
CUST_0797,95.6375,82.23,2,4,7,0.871,4,2,1,64,Month-to-month,70,1
CUST_0798,112.0875,118.12,0,9,6,0.318,0,5,0,41,Two year,40,1
CUST_0799,140.3125,39.01,3,5,9,0.751,0,2,0,88,Two year,3,1
CUST_0800,113.4,99.26,0,5,10,0.515,4,5,0,39,Two year,49,0
CUST_0801,44.0625,110.79,0,2,11,-0.38,1,4,0,20,Two year,14,0
CUST_0802,97.0375,114.37,2,8,8,0.437,4,1,2,82,Two year,20,1
CUST_0803,100.8375,116.01,0,5,2,-0.609,2,2,0,79,Month-to-month,66,1
CUST_0804,78.01249999999999,72.15,1,2,8,-0.184,2,9,0,32,One year,25,0
CUST_0805,117.05,117.73,2,8,1,0.612,0,4,1,69,Two year,4,1
CUST_0806,141.8,95.73,1,5,5,0.224,2,5,2,41,Two year,41,0
CUST_0807,140.7,36.17,1,8,10,0.651,2,3,2,36,Month-to-month,63,1
CUST_0808,81.35,67.69,1,3,10,-0.491,2,3,1,71,Month-to-month,48,1
CUST_0809,39.15,91.83,2,7,9,0.499,3,4,3,0,Month-to-month,55,0
CUST_0810,148.1,44.73,0,6,13,-0.595,3,3,0,76,Month-to-month,2,1
CUST_0811,129.8625,84.06,0,6,7,0.091,3,2,0,25,One year,23,0
CUST_0812,40.5875,86.66,0,6,7,-0.133,4,4,1,79,One year,48,0
CUST_0813,140.1,36.27,1,3,12,0.113,2,2,1,38,Month-to-month,15,1
CUST_0814,133.73749999999998,76.51,3,3,2,-0.729,3,8,0,46,Month-to-month,51,1
CUST_0815,89.85,97.16,1,11,9,-0.278,2,1,0,55,Two year,24,0
CUST_0816,98.9125,69.89,2,8,6,0.334,1,4,0,57,One year,20,1
CUST_0817,74.875,21.21,1,6,10,0.117,4,5,2,27,Two year,56,1
CUST_0818,31.85,20.9,1,4,14,0.098,4,1,1,56,Month-to-month,38,1
CUST_0819,66.9,55.7,1,5,12,0.022,5,1,2,86,Two year,25,0
CUST_0820,125.36250000000001,112.62,0,6,5,0.888,3,3,2,70,Month-to-month,52,1
CUST_0821,25.575000000000003,42.87,3,6,9,0.869,4,2,1,87,One year,51,0
CUST_0822,66.6875,83.44,2,4,5,-0.28,1,4,1,71,Two year,47,0
CUST_0823,74.775,42.21,1,3,7,-0.296,2,4,0,44,Two year,68,0
CUST_0824,92.175,52.17,2,6,14,0.11,3,0,1,64,Two year,64,1
CUST_0825,139.98749999999998,104.8,0,3,10,-0.809,1,2,3,3,One year,43,1
CUST_0826,68.28750000000001,92.89,0,6,12,-0.394,1,5,2,60,One year,71,0
CUST_0827,68.375,29.54,0,7,8,-0.538,2,4,2,60,Two year,57,1
CUST_0828,117.1875,62.87,2,4,9,-0.553,2,2,0,42,Two year,39,1
CUST_0829,81.525,22.92,0,6,5,0.277,3,2,2,18,Two year,29,1
CUST_0830,53.075,68.09,2,4,7,-0.231,2,3,1,85,Month-to-month,26,1
CUST_0831,81.55,86.24,0,5,11,-0.658,3,2,0,0,Month-to-month,14,1
CUST_0832,42.612500000000004,31.85,1,6,8,0.775,1,3,2,18,Month-to-month,64,1
CUST_0833,47.05,48.89,0,6,8,0.748,1,3,3,50,One year,47,0
CUST_0834,87.30000000000001,59.78,2,5,6,0.725,0,2,1,63,Two year,20,0
CUST_0835,77.3625,111.95,2,7,9,-0.219,2,4,1,62,Month-to-month,7,1
CUST_0836,139.35,119.33,0,5,9,-0.886,5,0,3,28,Two year,67,1
CUST_0837,70.3,24.49,0,4,8,-0.787,0,3,1,18,One year,53,1
CUST_0838,97.575,96.1,0,3,8,-0.448,1,2,0,42,Month-to-month,65,1
CUST_0839,104.03750000000001,57.17,3,6,5,-0.56,1,1,1,69,Two year,30,1
CUST_0840,26.6375,59.25,0,4,14,0.748,1,6,0,88,One year,66,0
CUST_0841,107.9375,95.43,0,6,10,0.973,2,3,1,38,One year,15,0
CUST_0842,47.25,111.84,2,7,6,0.633,3,2,0,22,Month-to-month,70,1
CUST_0843,145.1375,115.09,3,2,7,0.46,2,2,0,0,One year,70,0
CUST_0844,43.5875,77.71,2,4,11,0.177,0,1,1,60,One year,57,0
CUST_0845,76.825,55.71,1,4,9,0.54,2,2,1,78,Month-to-month,25,1
CUST_0846,35.6625,98.75,1,4,4,0.894,1,3,0,24,Two year,23,0
CUST_0847,149.6125,45.1,1,3,9,0.203,2,3,0,3,One year,12,1
CUST_0848,87.775,76.41,1,4,8,-0.691,3,4,0,0,Two year,48,1
CUST_0849,99.42500000000001,55.86,0,4,10,-0.672,2,2,0,39,Two year,10,1
CUST_0850,33.3875,85.66,2,9,9,0.168,2,1,1,20,Two year,17,1
CUST_0851,118.75,44.04,0,4,8,-0.333,1,0,0,42,Month-to-month,52,1
CUST_0852,51.237500000000004,39.16,2,5,8,0.82,0,4,0,9,One year,2,1
CUST_0853,137.2625,111.82,0,3,13,0.223,1,3,1,65,Month-to-month,60,1
CUST_0854,50.637499999999996,30.18,1,6,7,0.353,1,2,0,16,Two year,57,0
CUST_0855,48.8375,70.6,0,4,9,-0.988,0,1,0,12,One year,47,1
CUST_0856,29.5625,42.09,2,5,9,-0.002,5,2,3,9,Two year,71,0
CUST_0857,84.01249999999999,23.89,0,7,5,-0.138,3,4,0,51,Two year,13,1
CUST_0858,95.60000000000001,23.6,1,5,7,0.412,3,1,1,9,Month-to-month,22,1
CUST_0859,33.2125,37.52,1,5,12,-0.235,0,6,1,46,Month-to-month,28,1
CUST_0860,121.9375,106.68,0,5,8,0.953,1,2,1,8,One year,55,0
CUST_0861,81.6625,48.25,0,6,8,0.34,4,6,0,45,One year,50,0
CUST_0862,90.55,115.05,1,8,9,0.32,0,5,3,67,Two year,19,1
CUST_0863,80.1,78.16,1,7,6,0.839,3,6,3,53,Two year,1,0
CUST_0864,75.1,63.66,1,3,7,0.99,2,2,3,67,Two year,68,0
CUST_0865,94.94999999999999,78.01,2,6,4,-0.604,2,5,2,3,Month-to-month,56,0
CUST_0866,44.400000000000006,71.67,3,3,8,0.621,2,4,1,74,One year,14,0
CUST_0867,47.7375,95.88,0,5,11,-0.675,4,3,1,0,Month-to-month,64,1
CUST_0868,132.72500000000002,48.25,0,6,9,-0.086,1,1,1,84,Month-to-month,69,1
CUST_0869,143.2625,55.31,0,6,6,-0.8,2,1,1,58,Two year,22,1
CUST_0870,71.6625,109.41,0,7,10,0.247,0,2,3,24,Two year,44,0
CUST_0871,58.8375,114.65,0,5,6,-0.063,4,2,0,8,Two year,49,0
CUST_0872,105.5,109.26,0,3,8,0.257,2,3,1,24,Month-to-month,36,1
CUST_0873,76.08749999999999,61.94,1,3,9,0.356,4,4,2,81,Two year,69,0
CUST_0874,28.174999999999997,98.04,0,6,6,0.239,3,2,1,70,Month-to-month,34,1
CUST_0875,44.525,67.63,0,7,10,-0.412,4,1,1,25,Month-to-month,37,1
CUST_0876,114.5,69.75,1,4,6,0.674,0,3,0,55,Month-to-month,51,1
CUST_0877,107.3625,40.47,0,6,6,0.103,4,1,1,48,One year,37,1
CUST_0878,28.387500000000003,79.11,0,8,8,-0.02,3,5,1,81,Month-to-month,25,1
CUST_0879,52.75,38.61,2,5,6,0.974,1,2,0,64,Two year,5,0
CUST_0880,53.8875,53.16,1,5,8,-0.433,1,2,0,60,Two year,8,0
CUST_0881,108.9875,105.5,2,5,7,0.056,5,2,0,8,One year,53,0
CUST_0882,27.4625,40.71,0,4,6,0.365,1,1,0,9,Two year,27,0
CUST_0883,38.0125,27.12,0,6,4,-0.75,0,4,0,10,Two year,61,0
CUST_0884,124.9875,26.9,2,4,11,-0.292,2,3,1,84,Two year,65,1
CUST_0885,47.3125,114.08,2,3,8,0.603,3,4,0,35,One year,71,0
CUST_0886,106.58749999999999,70.69,4,4,3,-0.526,2,7,0,55,Month-to-month,45,1
CUST_0887,54.775,60.94,0,4,10,-0.013,3,2,3,31,One year,3,0
CUST_0888,37.425000000000004,101.09,1,6,5,0.261,2,6,0,82,One year,61,0
CUST_0889,55.4,103.58,2,6,8,0.342,2,3,0,71,Two year,50,0
CUST_0890,115.28750000000001,53.22,1,5,9,0.457,3,2,0,34,Two year,48,1
CUST_0891,131.96249999999998,89.36,1,6,4,0.732,2,1,2,85,One year,47,0
CUST_0892,128.775,97.11,3,6,10,-0.214,3,5,3,3,Month-to-month,14,1
CUST_0893,74.65,85.47,2,3,13,0.413,3,2,0,61,One year,19,0
CUST_0894,108.5125,35.16,0,7,8,0.464,0,4,0,62,Month-to-month,62,1
CUST_0895,50.625,107.59,0,6,11,-0.399,3,4,1,7,Two year,6,0
CUST_0896,61.6375,73.91,3,3,9,0.936,0,4,1,75,One year,7,0
CUST_0897,137.0375,48.25,1,7,15,0.73,2,2,2,68,Month-to-month,13,1
CUST_0898,26.625,62.52,1,6,5,-0.42,4,1,0,60,One year,46,0
CUST_0899,35.6875,23.76,0,3,9,0.35,1,4,4,62,One year,33,0
CUST_0900,50.9875,32.79,1,4,11,0.436,3,2,1,60,Two year,41,0
CUST_0901,28.3125,96.55,1,6,9,-0.137,0,7,2,36,Month-to-month,69,1
CUST_0902,47.675,20.0,1,4,8,0.727,2,4,0,3,Month-to-month,29,1
CUST_0903,97.875,61.66,0,8,7,0.38,3,3,2,55,Month-to-month,7,1
CUST_0904,77.675,72.25,1,6,5,0.316,3,6,3,42,Month-to-month,54,1
CUST_0905,136.5875,25.46,2,8,8,-0.558,4,4,1,20,Month-to-month,11,1
CUST_0906,127.175,117.31,0,6,8,-0.184,2,3,0,57,Two year,42,0
CUST_0907,67.725,42.61,3,6,8,-0.132,1,5,0,15,One year,5,0
CUST_0908,57.425,50.42,1,4,5,0.467,6,2,0,52,Two year,47,0
CUST_0909,72.4625,50.39,2,3,8,0.237,2,5,1,17,One year,2,0
CUST_0910,98.7875,43.04,0,5,9,-0.828,2,2,1,56,Month-to-month,43,1
CUST_0911,58.5125,20.15,0,4,12,-0.385,2,2,1,37,Two year,4,1
CUST_0912,103.01249999999999,92.93,0,6,6,-0.054,2,1,0,31,One year,63,0
CUST_0913,76.175,116.68,1,7,8,0.473,1,4,0,18,One year,59,0
CUST_0914,94.0,42.43,0,2,5,0.487,4,4,0,83,One year,30,1
CUST_0915,79.5125,86.3,0,7,7,-0.019,1,3,0,47,Month-to-month,2,1
CUST_0916,61.8125,94.19,2,5,14,-0.766,4,2,0,73,Two year,43,1
CUST_0917,143.5625,104.84,0,5,6,-0.414,7,4,1,25,One year,18,0
CUST_0918,120.45,62.26,2,7,16,-0.491,3,2,0,81,Month-to-month,24,1
CUST_0919,42.512499999999996,50.29,0,2,12,0.562,3,2,0,44,Two year,37,0
CUST_0920,133.5625,52.53,0,5,5,-0.64,1,1,1,44,One year,30,1
CUST_0921,85.925,91.26,0,3,4,-0.07,3,1,0,14,Month-to-month,69,1
CUST_0922,136.825,101.68,2,4,5,0.341,4,0,1,17,One year,59,0
CUST_0923,124.9875,38.16,2,5,5,0.93,3,2,1,30,Month-to-month,23,1
CUST_0924,78.15,57.09,1,3,6,0.998,1,5,2,14,Two year,30,0
CUST_0925,27.8125,110.19,0,3,10,0.906,2,4,0,14,One year,68,0
CUST_0926,58.5875,100.67,1,6,12,0.436,3,1,2,64,Month-to-month,41,1
CUST_0927,92.69999999999999,118.49,0,7,5,0.493,2,1,0,86,Month-to-month,51,1
CUST_0928,104.1875,95.42,2,7,9,0.518,2,4,1,45,Month-to-month,67,1
CUST_0929,57.2375,59.32,1,4,9,0.725,1,3,0,74,Two year,15,0
CUST_0930,42.425,79.06,3,4,13,0.904,1,5,1,15,Month-to-month,56,1
CUST_0931,129.36249999999998,86.1,2,5,7,-0.109,0,3,1,54,One year,65,0
CUST_0932,148.05,27.85,0,7,7,-0.167,1,4,1,29,Two year,55,1
CUST_0933,90.71249999999999,74.45,0,8,7,-0.079,1,3,1,40,One year,65,1
CUST_0934,46.462500000000006,90.93,0,5,6,0.32,4,1,1,66,Month-to-month,2,1
CUST_0935,59.037499999999994,36.73,1,3,12,0.551,0,2,1,16,Month-to-month,11,1
CUST_0936,27.3,98.06,0,4,8,0.741,0,2,1,25,One year,42,1
CUST_0937,139.28750000000002,78.38,1,4,7,-0.088,0,5,1,72,One year,3,1
CUST_0938,39.725,115.22,1,4,11,-0.273,0,4,2,80,Two year,41,0
CUST_0939,97.0625,24.24,3,4,14,0.967,2,1,0,63,Month-to-month,49,1
CUST_0940,59.262499999999996,46.53,1,4,5,-0.536,3,4,1,57,Two year,37,1
CUST_0941,94.275,80.16,0,5,6,-0.556,5,2,1,74,Month-to-month,7,1
CUST_0942,106.425,49.66,0,6,5,0.431,0,10,2,85,One year,38,1
CUST_0943,128.7125,91.44,1,5,7,-0.641,0,2,1,2,Two year,58,1
CUST_0944,50.8,95.9,1,4,7,-0.201,1,2,2,27,Month-to-month,5,1
CUST_0945,26.375,30.25,1,4,7,-0.415,0,0,2,3,One year,61,0
CUST_0946,42.1125,71.39,1,7,9,-0.663,1,2,3,39,Two year,39,1
CUST_0947,137.5,70.89,0,5,7,0.159,2,3,1,74,Two year,28,1
CUST_0948,134.2375,56.93,2,4,12,-0.253,0,6,1,56,Two year,57,1
CUST_0949,99.675,113.29,0,3,7,-0.076,4,2,2,64,One year,2,0
CUST_0950,100.0625,102.75,2,7,14,-0.608,2,8,1,46,Two year,70,1
CUST_0951,108.125,89.72,0,4,5,0.536,1,1,0,79,Month-to-month,28,1
CUST_0952,46.925,91.43,2,4,5,-0.371,1,4,3,33,One year,37,0
CUST_0953,139.3,66.17,1,7,7,-0.315,4,3,3,44,Two year,55,1
CUST_0954,77.35000000000001,112.1,1,4,8,-0.496,5,0,1,31,One year,1,1
